NRO_REGISTRO,FECHA_CORTE,DEPARTAMENTO,PROVINCIA,DISTRITO,GOBIERNO_LOCAL,UBIGEO,DIA_RECORRIDO,MES_RECORRIDO,SEMANA_RECORRIDO,DIA_SEMANA_RECORRIDO,TURNO,UNIDAD,CONDUCTOR,PLACA,NRO_BOLETA,UNIDAD,CANTIDAD,RELLENO_SANITARIO
2707,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241204,202412,49,MIÃ‰RCOLES,MAÃ‘ANA,1,6a30c60d9c4da9e80633b208ba11b4ae546d1919f224afe8a81d15e9dd925963,BHE909,2038939,TONELADAS,9.31,MODELO DEL CALLAO
2708,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241204,202412,49,MIÃ‰RCOLES,TARDE,1,891c03b9bf8b3e22fecd7072717a244816369547f438a5a2cc811619906e8aad,BHH852,2039049,TONELADAS,11.37,MODELO DEL CALLAO
2709,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241204,202412,49,MIÃ‰RCOLES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,2039091,TONELADAS,12.74,MODELO DEL CALLAO
2710,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241204,202412,49,MIÃ‰RCOLES,NOCHE,2,e332363fdd646acf85bfcc145dfe1aac7561bd1a444d18531da2e67b1ff61299,BNU789,2039095,TONELADAS,11.72,MODELO DEL CALLAO
2711,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241204,202412,49,MIÃ‰RCOLES,NOCHE,3,837b76febe9c8548aab51ffa92e950d849df3ce2f3aa868c6358823c0d9d7d42,BHE909,2039092,TONELADAS,12.36,MODELO DEL CALLAO
2712,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241204,202412,49,MIÃ‰RCOLES,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,2039097,TONELADAS,11.95,MODELO DEL CALLAO
2713,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241204,202412,49,MIÃ‰RCOLES,NOCHE,5,5118a579182766f34cff7e84e0b9d412657e61eaa75b566fcdc4390f8648f1d2,BCP798,2039096,TONELADAS,13.25,MODELO DEL CALLAO
2714,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241204,202412,49,MIÃ‰RCOLES,NOCHE,6,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BHH850,2039090,TONELADAS,11.37,MODELO DEL CALLAO
2715,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241205,202412,49,JUEVES,MAÃ‘ANA,1,6a30c60d9c4da9e80633b208ba11b4ae546d1919f224afe8a81d15e9dd925963,BHE909,2039284,TONELADAS,10.5,MODELO DEL CALLAO
2716,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241205,202412,49,JUEVES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,2039422,TONELADAS,11.14,MODELO DEL CALLAO
2717,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241205,202412,49,JUEVES,NOCHE,1,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BFZ705,2039472,TONELADAS,14.31,MODELO DEL CALLAO
2718,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241205,202412,49,JUEVES,NOCHE,2,e332363fdd646acf85bfcc145dfe1aac7561bd1a444d18531da2e67b1ff61299,BNU789,2039467,TONELADAS,12.64,MODELO DEL CALLAO
2719,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241205,202412,49,JUEVES,NOCHE,3,837b76febe9c8548aab51ffa92e950d849df3ce2f3aa868c6358823c0d9d7d42,BNU745,2039465,TONELADAS,10.93,MODELO DEL CALLAO
2720,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241205,202412,49,JUEVES,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,2039482,TONELADAS,13.78,MODELO DEL CALLAO
2721,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241205,202412,49,JUEVES,NOCHE,5,5118a579182766f34cff7e84e0b9d412657e61eaa75b566fcdc4390f8648f1d2,BHH850,2039484,TONELADAS,13.94,MODELO DEL CALLAO
2722,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241205,202412,49,JUEVES,NOCHE,6,3ffbeafcbd84ad607dab78fcaabd7db2781a90dd1f82b5910523208d7191f78b,BCP798,2039500,TONELADAS,8.46,MODELO DEL CALLAO
2723,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241206,202412,49,VIERNES,MAÃ‘ANA,1,6a30c60d9c4da9e80633b208ba11b4ae546d1919f224afe8a81d15e9dd925963,BHE909,2039676,TONELADAS,9.97,MODELO DEL CALLAO
2724,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241206,202412,49,VIERNES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,2039804,TONELADAS,13.32,MODELO DEL CALLAO
2725,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241206,202412,49,VIERNES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,2039847,TONELADAS,14.27,MODELO DEL CALLAO
2726,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241206,202412,49,VIERNES,NOCHE,2,e332363fdd646acf85bfcc145dfe1aac7561bd1a444d18531da2e67b1ff61299,BNU789,2039854,TONELADAS,12.53,MODELO DEL CALLAO
2727,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241206,202412,49,VIERNES,NOCHE,3,837b76febe9c8548aab51ffa92e950d849df3ce2f3aa868c6358823c0d9d7d42,BNU745,2039852,TONELADAS,11.28,MODELO DEL CALLAO
2728,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241206,202412,49,VIERNES,NOCHE,4,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BHB836,2039851,TONELADAS,13.6,MODELO DEL CALLAO
2729,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241206,202412,49,VIERNES,NOCHE,5,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BCP798,2039856,TONELADAS,13.77,MODELO DEL CALLAO
2730,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241206,202412,49,VIERNES,NOCHE,6,3ffbeafcbd84ad607dab78fcaabd7db2781a90dd1f82b5910523208d7191f78b,BHH850,2039868,TONELADAS,12.01,MODELO DEL CALLAO
2731,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241207,202412,49,SÃBADO,MAÃ‘ANA,1,891c03b9bf8b3e22fecd7072717a244816369547f438a5a2cc811619906e8aad,BHE909,2040071,TONELADAS,9.51,MODELO DEL CALLAO
2732,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241207,202412,49,SÃBADO,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,2040179,TONELADAS,11.38,MODELO DEL CALLAO
2733,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241207,202412,49,SÃBADO,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BNU789,2040230,TONELADAS,11.34,MODELO DEL CALLAO
2734,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241207,202412,49,SÃBADO,NOCHE,2,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BFZ705,2040236,TONELADAS,15.33,MODELO DEL CALLAO
2735,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241207,202412,49,SÃBADO,NOCHE,3,837b76febe9c8548aab51ffa92e950d849df3ce2f3aa868c6358823c0d9d7d42,BNU745,2040234,TONELADAS,11.01,MODELO DEL CALLAO
2736,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241207,202412,49,SÃBADO,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,2040237,TONELADAS,12.3,MODELO DEL CALLAO
2737,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241207,202412,49,SÃBADO,NOCHE,5,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BCP798,2040240,TONELADAS,11.37,MODELO DEL CALLAO
2738,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241207,202412,49,SÃBADO,NOCHE,6,3ffbeafcbd84ad607dab78fcaabd7db2781a90dd1f82b5910523208d7191f78b,BHH850,2040248,TONELADAS,12.56,MODELO DEL CALLAO
2739,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241208,202412,50,DOMINGO,MAÃ‘ANA,1,6a30c60d9c4da9e80633b208ba11b4ae546d1919f224afe8a81d15e9dd925963,BHE909,2040373,TONELADAS,10.31,MODELO DEL CALLAO
2740,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241208,202412,50,DOMINGO,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,2040439,TONELADAS,7.74,MODELO DEL CALLAO
2741,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241208,202412,50,DOMINGO,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,2040483,TONELADAS,13.37,MODELO DEL CALLAO
2742,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241208,202412,50,DOMINGO,NOCHE,2,e332363fdd646acf85bfcc145dfe1aac7561bd1a444d18531da2e67b1ff61299,BNU789,2040486,TONELADAS,11.78,MODELO DEL CALLAO
2743,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241208,202412,50,DOMINGO,NOCHE,3,837b76febe9c8548aab51ffa92e950d849df3ce2f3aa868c6358823c0d9d7d42,BNU745,2040488,TONELADAS,11.31,MODELO DEL CALLAO
2744,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241208,202412,50,DOMINGO,NOCHE,4,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BHB836,2040485,TONELADAS,12.59,MODELO DEL CALLAO
2745,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241208,202412,50,DOMINGO,NOCHE,5,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BCP798,2040487,TONELADAS,12.85,MODELO DEL CALLAO
2746,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241208,202412,50,DOMINGO,NOCHE,6,3ffbeafcbd84ad607dab78fcaabd7db2781a90dd1f82b5910523208d7191f78b,BHH850,2040497,TONELADAS,11.09,MODELO DEL CALLAO
2747,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241209,202412,50,LUNES,MAÃ‘ANA,1,6a30c60d9c4da9e80633b208ba11b4ae546d1919f224afe8a81d15e9dd925963,BHH852,2040641,TONELADAS,8.18,MODELO DEL CALLAO
2748,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241209,202412,50,LUNES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BFZ705,2040754,TONELADAS,9.06,MODELO DEL CALLAO
2749,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241209,202412,50,LUNES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BHH850,2040818,TONELADAS,14,MODELO DEL CALLAO
2750,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241209,202412,50,LUNES,NOCHE,2,e332363fdd646acf85bfcc145dfe1aac7561bd1a444d18531da2e67b1ff61299,BNU789,2040817,TONELADAS,13.04,MODELO DEL CALLAO
2751,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241209,202412,50,LUNES,NOCHE,3,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BHB836,2041117,TONELADAS,11.53,MODELO DEL CALLAO
2752,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241209,202412,50,LUNES,NOCHE,4,3ffbeafcbd84ad607dab78fcaabd7db2781a90dd1f82b5910523208d7191f78b,BHH852,2040861,TONELADAS,16.79,MODELO DEL CALLAO
2753,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241209,202412,50,LUNES,NOCHE,5,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BCP798,2040811,TONELADAS,14.26,MODELO DEL CALLAO
2754,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241209,202412,50,LUNES,NOCHE,6,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BNU745,2040860,TONELADAS,7.82,MODELO DEL CALLAO
2755,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241210,202412,50,MARTES,MAÃ‘ANA,1,6a30c60d9c4da9e80633b208ba11b4ae546d1919f224afe8a81d15e9dd925963,BNU789,2041013,TONELADAS,11.12,MODELO DEL CALLAO
2756,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241210,202412,50,MARTES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,2041160,TONELADAS,11.06,MODELO DEL CALLAO
2757,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241210,202412,50,MARTES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,2041214,TONELADAS,15.69,MODELO DEL CALLAO
2758,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241210,202412,50,MARTES,NOCHE,2,e332363fdd646acf85bfcc145dfe1aac7561bd1a444d18531da2e67b1ff61299,BNU789,2041241,TONELADAS,4.69,MODELO DEL CALLAO
2759,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241210,202412,50,MARTES,NOCHE,3,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHH852,2041245,TONELADAS,3.53,MODELO DEL CALLAO
2760,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241210,202412,50,MARTES,NOCHE,4,837b76febe9c8548aab51ffa92e950d849df3ce2f3aa868c6358823c0d9d7d42,BNU745,2041217,TONELADAS,13.05,MODELO DEL CALLAO
2761,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241210,202412,50,MARTES,NOCHE,5,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,2041512,TONELADAS,12.64,MODELO DEL CALLAO
2762,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241210,202412,50,MARTES,NOCHE,6,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BCP798,2041215,TONELADAS,14.95,MODELO DEL CALLAO
2763,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241210,202412,50,MARTES,NOCHE,7,3ffbeafcbd84ad607dab78fcaabd7db2781a90dd1f82b5910523208d7191f78b,BHH850,2041248,TONELADAS,15.21,MODELO DEL CALLAO
2764,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241211,202412,50,MIÃ‰RCOLES,MAÃ‘ANA,1,6a30c60d9c4da9e80633b208ba11b4ae546d1919f224afe8a81d15e9dd925963,BFZ705,2041453,TONELADAS,11.5,MODELO DEL CALLAO
2765,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241211,202412,50,MIÃ‰RCOLES,TARDE,1,891c03b9bf8b3e22fecd7072717a244816369547f438a5a2cc811619906e8aad,BHH852,2041553,TONELADAS,11.22,MODELO DEL CALLAO
2766,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241211,202412,50,MIÃ‰RCOLES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,2041599,TONELADAS,12.74,MODELO DEL CALLAO
2767,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241211,202412,50,MIÃ‰RCOLES,NOCHE,2,e332363fdd646acf85bfcc145dfe1aac7561bd1a444d18531da2e67b1ff61299,BNU789,2041608,TONELADAS,12.2,MODELO DEL CALLAO
2768,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241211,202412,50,MIÃ‰RCOLES,NOCHE,3,837b76febe9c8548aab51ffa92e950d849df3ce2f3aa868c6358823c0d9d7d42,BNU745,2041606,TONELADAS,10.6,MODELO DEL CALLAO
2769,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241211,202412,50,MIÃ‰RCOLES,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,2041604,TONELADAS,12.61,MODELO DEL CALLAO
2770,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241211,202412,50,MIÃ‰RCOLES,NOCHE,5,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BCP798,2041603,TONELADAS,13.73,MODELO DEL CALLAO
2771,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241211,202412,50,MIÃ‰RCOLES,NOCHE,6,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BHH850,2041607,TONELADAS,12.23,MODELO DEL CALLAO
2772,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241212,202412,50,JUEVES,MAÃ‘ANA,1,6a30c60d9c4da9e80633b208ba11b4ae546d1919f224afe8a81d15e9dd925963,BNU789,2041790,TONELADAS,8.21,MODELO DEL CALLAO
2773,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241212,202412,50,JUEVES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,2041934,TONELADAS,10.71,MODELO DEL CALLAO
2774,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241212,202412,50,JUEVES,NOCHE,1,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BFZ705,2041987,TONELADAS,13.37,MODELO DEL CALLAO
2775,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241212,202412,50,JUEVES,NOCHE,2,e332363fdd646acf85bfcc145dfe1aac7561bd1a444d18531da2e67b1ff61299,BNU789,2041986,TONELADAS,13.46,MODELO DEL CALLAO
2776,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241212,202412,50,JUEVES,NOCHE,3,837b76febe9c8548aab51ffa92e950d849df3ce2f3aa868c6358823c0d9d7d42,BNU745,2041989,TONELADAS,11.15,MODELO DEL CALLAO
2777,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241212,202412,50,JUEVES,NOCHE,4,a5bd2798dc52f1b973746091e3fa068ff66cf47cb273b8086f564619d471350f,BHB836,2041990,TONELADAS,11.9,MODELO DEL CALLAO
2778,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241212,202412,50,JUEVES,NOCHE,5,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BCP798,2041984,TONELADAS,14.07,MODELO DEL CALLAO
2779,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241212,202412,50,JUEVES,NOCHE,6,3ffbeafcbd84ad607dab78fcaabd7db2781a90dd1f82b5910523208d7191f78b,BHH850,2041997,TONELADAS,9.83,MODELO DEL CALLAO
2780,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241213,202412,50,VIERNES,MAÃ‘ANA,1,6a30c60d9c4da9e80633b208ba11b4ae546d1919f224afe8a81d15e9dd925963,BHE909,2042197,TONELADAS,8.84,MODELO DEL CALLAO
2781,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241213,202412,50,VIERNES,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,2042289,TONELADAS,12.15,MODELO DEL CALLAO
2782,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241213,202412,50,VIERNES,NOCHE,1,88855f031bc919495eaad90050135322e14b15f0aa500f9bb15f441e78a092f5,BFZ705,2042340,TONELADAS,12.76,MODELO DEL CALLAO
2783,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241213,202412,50,VIERNES,NOCHE,2,e332363fdd646acf85bfcc145dfe1aac7561bd1a444d18531da2e67b1ff61299,BNU789,2042346,TONELADAS,8.76,MODELO DEL CALLAO
2784,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241213,202412,50,VIERNES,NOCHE,3,837b76febe9c8548aab51ffa92e950d849df3ce2f3aa868c6358823c0d9d7d42,BNU745,2042342,TONELADAS,9.76,MODELO DEL CALLAO
2785,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241213,202412,50,VIERNES,NOCHE,4,904b297d618b9385e67a3ba121ab3bd94080141539fcd3f7818ed410113af33d,BHE909,2042370,TONELADAS,10.58,MODELO DEL CALLAO
2786,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241213,202412,50,VIERNES,NOCHE,5,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BHB836,2042337,TONELADAS,11.32,MODELO DEL CALLAO
2787,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241213,202412,50,VIERNES,NOCHE,6,3ffbeafcbd84ad607dab78fcaabd7db2781a90dd1f82b5910523208d7191f78b,BHH850,2042357,TONELADAS,10.73,MODELO DEL CALLAO
2788,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241213,202412,50,VIERNES,NOCHE,7,d9954fbdad1cc8fb4334088851211ba52ace1adec76a56289c3ddd3a7f2a67a7,BCP798,2042344,TONELADAS,12.32,MODELO DEL CALLAO
2789,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241214,202412,50,SÃBADO,MAÃ‘ANA,1,891c03b9bf8b3e22fecd7072717a244816369547f438a5a2cc811619906e8aad,BHB836,2042546,TONELADAS,8.56,MODELO DEL CALLAO
2790,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20241214,202412,50,SÃBADO,TARDE,1,c3eb61dddef5a9a1fdc5650d93dad6bdd62ac9e752f742195c36ea61b49ff573,BHH852,2042666,TONELADAS,12.8,MODELO DEL CALLAO
