NRO_REGISTRO,FECHA_CORTE,DEPARTAMENTO,PROVINCIA,DISTRITO,GOBIERNO_LOCAL,UBIGEO,DIA_RECORRIDO,MES_RECORRIDO,SEMANA_RECORRIDO,DIA_SEMANA_RECORRIDO,TURNO,UNIDAD,CONDUCTOR,PLACA,NRO_BOLETA,UNIDAD,CANTIDAD,RELLENO_SANITARIO
417,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240222,202402,8,JUEVES,NOCHE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1935657,TONELADAS,10.75,MODELO DEL CALLAO
418,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240222,202402,8,JUEVES,NOCHE,2,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BFZ705,1935748,TONELADAS,13.23,MODELO DEL CALLAO
419,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240222,202402,8,JUEVES,NOCHE,3,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BUH880,1935711,TONELADAS,14.53,MODELO DEL CALLAO
420,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240222,202402,8,JUEVES,NOCHE,4,510a977bc0ea4b2bbab5fdf31dcd0e09b5d47340516946643ea135680f271982,BNU789,1935705,TONELADAS,11.01,MODELO DEL CALLAO
421,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240222,202402,8,JUEVES,NOCHE,5,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BHE909,1935713,TONELADAS,10.53,MODELO DEL CALLAO
422,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240222,202402,8,JUEVES,NOCHE,6,e7b868ea483adeffb3b56dc7e46a86e1a4996a78e95dd11e63a6b89cfdaa1795,BTQ941,1935721,TONELADAS,13.4,MODELO DEL CALLAO
423,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240223,202402,8,VIERNES,MAÃ‘ANA,1,e234f369ef44da80a5cd99739585e885651bbdf0bb4cf7e33300714e4141b7bb,BCP798,1935754,TONELADAS,11.25,MODELO DEL CALLAO
424,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240223,202402,8,VIERNES,MAÃ‘ANA,2,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BNU789,1935924,TONELADAS,10.19,MODELO DEL CALLAO
425,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240223,202402,8,VIERNES,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1936045,TONELADAS,10.33,MODELO DEL CALLAO
426,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240223,202402,8,VIERNES,NOCHE,1,e67bbac3e13ad32ee100548e8702134090fe9f64875c33f5029e8bf82be825b8,BFZ705,1936087,TONELADAS,12.56,MODELO DEL CALLAO
427,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240223,202402,8,VIERNES,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BNU745,1936093,TONELADAS,14.36,MODELO DEL CALLAO
428,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240223,202402,8,VIERNES,NOCHE,3,10a15cbe7f306fc37e2d181aa52d48b3e0a4ab7e4484e62a775738df919c5f17,BAK757,1856764,TONELADAS,11.92,MODELO DEL CALLAO
429,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240223,202402,8,VIERNES,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BHE909,1936110,TONELADAS,12.45,MODELO DEL CALLAO
430,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240223,202402,8,VIERNES,NOCHE,5,e7b868ea483adeffb3b56dc7e46a86e1a4996a78e95dd11e63a6b89cfdaa1795,BHH850,1936131,TONELADAS,12.15,MODELO DEL CALLAO
431,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240223,202402,8,VIERNES,NOCHE,6,e234f369ef44da80a5cd99739585e885651bbdf0bb4cf7e33300714e4141b7bb,BCP798,1936130,TONELADAS,11.93,MODELO DEL CALLAO
432,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240224,202402,8,SÃBADO,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BHE909,1936312,TONELADAS,5.66,MODELO DEL CALLAO
433,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240224,202402,8,SÃBADO,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1936419,TONELADAS,11.63,MODELO DEL CALLAO
434,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240224,202402,8,SÃBADO,NOCHE,1,e67bbac3e13ad32ee100548e8702134090fe9f64875c33f5029e8bf82be825b8,BFZ705,1936467,TONELADAS,11.53,MODELO DEL CALLAO
435,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240224,202402,8,SÃBADO,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BNU745,1936463,TONELADAS,11.37,MODELO DEL CALLAO
436,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240224,202402,8,SÃBADO,NOCHE,3,510a977bc0ea4b2bbab5fdf31dcd0e09b5d47340516946643ea135680f271982,BNU789,1936464,TONELADAS,11.73,MODELO DEL CALLAO
437,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240224,202402,8,SÃBADO,NOCHE,4,e7b868ea483adeffb3b56dc7e46a86e1a4996a78e95dd11e63a6b89cfdaa1795,BHH850,1936465,TONELADAS,13.13,MODELO DEL CALLAO
438,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240224,202402,8,SÃBADO,NOCHE,5,a0f22243a3a4da0215f1fc450bf2ecca91840b846d78e241ea9cdf1389366cc0,BAK757,1856918,TONELADAS,11.98,MODELO DEL CALLAO
439,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240224,202402,8,SÃBADO,NOCHE,6,e234f369ef44da80a5cd99739585e885651bbdf0bb4cf7e33300714e4141b7bb,BCP798,1936499,TONELADAS,11.1,MODELO DEL CALLAO
440,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240225,202402,9,DOMINGO,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BNU789,1936598,TONELADAS,6.89,MODELO DEL CALLAO
441,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240225,202402,9,DOMINGO,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1936680,TONELADAS,6.61,MODELO DEL CALLAO
442,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240225,202402,9,DOMINGO,NOCHE,1,e67bbac3e13ad32ee100548e8702134090fe9f64875c33f5029e8bf82be825b8,BFZ705,1936729,TONELADAS,12.61,MODELO DEL CALLAO
443,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240225,202402,9,DOMINGO,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BTQ903,1936724,TONELADAS,10.8,MODELO DEL CALLAO
444,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240225,202402,9,DOMINGO,NOCHE,3,510a977bc0ea4b2bbab5fdf31dcd0e09b5d47340516946643ea135680f271982,BNU789,1936730,TONELADAS,11.09,MODELO DEL CALLAO
445,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240225,202402,9,DOMINGO,NOCHE,4,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BHE909,1936734,TONELADAS,11.24,MODELO DEL CALLAO
446,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240225,202402,9,DOMINGO,NOCHE,5,e7b868ea483adeffb3b56dc7e46a86e1a4996a78e95dd11e63a6b89cfdaa1795,BHH850,1936736,TONELADAS,12.93,MODELO DEL CALLAO
447,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240225,202402,9,DOMINGO,NOCHE,6,c33d0a51d89431cc9a17ea740ff6aff6061c70fa0121f77cd6ceccbc55156360,BCP798,1936732,TONELADAS,10.94,MODELO DEL CALLAO
448,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240226,202402,9,LUNES,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BCP798,1936968,TONELADAS,10.62,MODELO DEL CALLAO
449,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240226,202402,9,LUNES,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1937071,TONELADAS,12.92,MODELO DEL CALLAO
450,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240226,202402,9,LUNES,NOCHE,1,e67bbac3e13ad32ee100548e8702134090fe9f64875c33f5029e8bf82be825b8,BFZ705,1937110,TONELADAS,13.17,MODELO DEL CALLAO
451,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240226,202402,9,LUNES,NOCHE,2,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BTQ936,1937119,TONELADAS,11.69,MODELO DEL CALLAO
452,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240226,202402,9,LUNES,NOCHE,3,510a977bc0ea4b2bbab5fdf31dcd0e09b5d47340516946643ea135680f271982,BNU789,1937121,TONELADAS,11.49,MODELO DEL CALLAO
453,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240226,202402,9,LUNES,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BHE909,1937179,TONELADAS,11.66,MODELO DEL CALLAO
454,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240226,202402,9,LUNES,NOCHE,5,e7b868ea483adeffb3b56dc7e46a86e1a4996a78e95dd11e63a6b89cfdaa1795,BHH850,1937123,TONELADAS,13.91,MODELO DEL CALLAO
455,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240226,202402,9,LUNES,NOCHE,6,e234f369ef44da80a5cd99739585e885651bbdf0bb4cf7e33300714e4141b7bb,BCP798,1937173,TONELADAS,11.37,MODELO DEL CALLAO
456,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240227,202402,9,MARTES,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BFZ705,1937323,TONELADAS,7.84,MODELO DEL CALLAO
457,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240227,202402,9,MARTES,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1937443,TONELADAS,11.57,MODELO DEL CALLAO
458,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240227,202402,9,MARTES,NOCHE,1,e234f369ef44da80a5cd99739585e885651bbdf0bb4cf7e33300714e4141b7bb,BCP798,1937510,TONELADAS,10.69,MODELO DEL CALLAO
459,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240227,202402,9,MARTES,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BNU745,1937501,TONELADAS,10.79,MODELO DEL CALLAO
460,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240227,202402,9,MARTES,NOCHE,3,510a977bc0ea4b2bbab5fdf31dcd0e09b5d47340516946643ea135680f271982,BNU789,1937503,TONELADAS,10.94,MODELO DEL CALLAO
461,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240227,202402,9,MARTES,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BHE909,1937493,TONELADAS,11.28,MODELO DEL CALLAO
462,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240227,202402,9,MARTES,NOCHE,5,e7b868ea483adeffb3b56dc7e46a86e1a4996a78e95dd11e63a6b89cfdaa1795,BHH850,1937506,TONELADAS,12.59,MODELO DEL CALLAO
463,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240227,202402,9,MARTES,NOCHE,6,e67bbac3e13ad32ee100548e8702134090fe9f64875c33f5029e8bf82be825b8,BFZ705,1937489,TONELADAS,12.36,MODELO DEL CALLAO
464,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240228,202402,9,MIÃ‰RCOLES,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BFZ705,1937711,TONELADAS,8.27,MODELO DEL CALLAO
465,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240228,202402,9,MIÃ‰RCOLES,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1937844,TONELADAS,10.59,MODELO DEL CALLAO
466,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240228,202402,9,MIÃ‰RCOLES,NOCHE,1,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BFZ705,1937882,TONELADAS,13.28,MODELO DEL CALLAO
467,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240228,202402,9,MIÃ‰RCOLES,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BTQ936,1937890,TONELADAS,11.39,MODELO DEL CALLAO
468,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240228,202402,9,MIÃ‰RCOLES,NOCHE,3,510a977bc0ea4b2bbab5fdf31dcd0e09b5d47340516946643ea135680f271982,BNU789,1937888,TONELADAS,10.67,MODELO DEL CALLAO
469,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240228,202402,9,MIÃ‰RCOLES,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BHE909,1937884,TONELADAS,10.88,MODELO DEL CALLAO
470,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240228,202402,9,MIÃ‰RCOLES,NOCHE,5,e7b868ea483adeffb3b56dc7e46a86e1a4996a78e95dd11e63a6b89cfdaa1795,BHH850,1937898,TONELADAS,12.9,MODELO DEL CALLAO
471,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240228,202402,9,MIÃ‰RCOLES,NOCHE,6,e234f369ef44da80a5cd99739585e885651bbdf0bb4cf7e33300714e4141b7bb,BCP798,1937901,TONELADAS,11.52,MODELO DEL CALLAO
472,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240229,202402,9,JUEVES,MAÃ‘ANA,1,14975b48f35f3e4082cc3818b3b92e9a1ded4321c8419db0bd1698635125ddba,BNU789,1938089,TONELADAS,7.13,MODELO DEL CALLAO
473,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240229,202402,9,JUEVES,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1938217,TONELADAS,10.44,MODELO DEL CALLAO
474,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240229,202402,9,JUEVES,NOCHE,1,e67bbac3e13ad32ee100548e8702134090fe9f64875c33f5029e8bf82be825b8,BFZ705,1938259,TONELADAS,15.91,MODELO DEL CALLAO
475,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240229,202402,9,JUEVES,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BUH880,1938272,TONELADAS,11.33,MODELO DEL CALLAO
476,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240229,202402,9,JUEVES,NOCHE,3,510a977bc0ea4b2bbab5fdf31dcd0e09b5d47340516946643ea135680f271982,BNU789,1938258,TONELADAS,11.7,MODELO DEL CALLAO
477,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240229,202402,9,JUEVES,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BHE909,1938268,TONELADAS,11.19,MODELO DEL CALLAO
478,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240229,202402,9,JUEVES,NOCHE,5,e234f369ef44da80a5cd99739585e885651bbdf0bb4cf7e33300714e4141b7bb,BTR863,1938270,TONELADAS,10.35,MODELO DEL CALLAO
479,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240229,202402,9,JUEVES,NOCHE,6,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BHH850,1938273,TONELADAS,12.86,MODELO DEL CALLAO
480,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240301,202403,9,VIERNES,MAÃ‘ANA,1,6a8f583ae9324d0a40053cf05c7ca4a0d4a4ab6b5382dc7bc2ba65f1dbde3cfd,BFZ705,1938488,TONELADAS,9.21,MODELO DEL CALLAO
481,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240301,202403,9,VIERNES,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1938595,TONELADAS,11.35,MODELO DEL CALLAO
482,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240301,202403,9,VIERNES,NOCHE,1,e67bbac3e13ad32ee100548e8702134090fe9f64875c33f5029e8bf82be825b8,BFZ705,1938631,TONELADAS,12.63,MODELO DEL CALLAO
483,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240301,202403,9,VIERNES,NOCHE,2,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BNU745,1938697,TONELADAS,11.68,MODELO DEL CALLAO
484,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240301,202403,9,VIERNES,NOCHE,3,91d57bf6980671dc40e76ca8fa6b8cd04d6e0a7b4021e17c42201590c0bddf26,BNU789,1938634,TONELADAS,11.33,MODELO DEL CALLAO
485,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240301,202403,9,VIERNES,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BHE909,1938637,TONELADAS,11.38,MODELO DEL CALLAO
486,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240301,202403,9,VIERNES,NOCHE,5,e7b868ea483adeffb3b56dc7e46a86e1a4996a78e95dd11e63a6b89cfdaa1795,BHH850,1938667,TONELADAS,12.63,MODELO DEL CALLAO
487,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240301,202403,9,VIERNES,NOCHE,6,e234f369ef44da80a5cd99739585e885651bbdf0bb4cf7e33300714e4141b7bb,BCP798,1938682,TONELADAS,12.53,MODELO DEL CALLAO
488,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240302,202403,9,SÃBADO,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BFZ705,1938831,TONELADAS,9.02,MODELO DEL CALLAO
489,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240302,202403,9,SÃBADO,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1938941,TONELADAS,10.55,MODELO DEL CALLAO
490,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240302,202403,9,SÃBADO,NOCHE,1,e234f369ef44da80a5cd99739585e885651bbdf0bb4cf7e33300714e4141b7bb,BCP798,1939024,TONELADAS,13.46,MODELO DEL CALLAO
491,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240302,202403,9,SÃBADO,NOCHE,2,91d57bf6980671dc40e76ca8fa6b8cd04d6e0a7b4021e17c42201590c0bddf26,BFZ705,1938982,TONELADAS,12.73,MODELO DEL CALLAO
492,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240302,202403,9,SÃBADO,NOCHE,3,e74149603ec908179cd7f7ce123abf96d78a8ea63525855a4c124c43e414aee3,BNU789,1938981,TONELADAS,11.16,MODELO DEL CALLAO
493,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240302,202403,9,SÃBADO,NOCHE,4,e74149603ec908179cd7f7ce123abf96d78a8ea63525855a4c124c43e414aee3,BHE909,1939172,TONELADAS,11.07,MODELO DEL CALLAO
494,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240302,202403,9,SÃBADO,NOCHE,5,e7b868ea483adeffb3b56dc7e46a86e1a4996a78e95dd11e63a6b89cfdaa1795,BHH850,1939001,TONELADAS,13.97,MODELO DEL CALLAO
495,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240302,202403,9,SÃBADO,NOCHE,6,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BHH852,1939035,TONELADAS,11.33,MODELO DEL CALLAO
496,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240303,202403,10,DOMINGO,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BFZ705,1939111,TONELADAS,6.59,MODELO DEL CALLAO
497,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240303,202403,10,DOMINGO,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1939206,TONELADAS,7.84,MODELO DEL CALLAO
498,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240303,202403,10,DOMINGO,NOCHE,1,86d5729e59c635c77787c75f66e0902a9f8a18da7fd347d8bc84e97c01cbb57a,BFZ705,1941043,TONELADAS,9.74,MODELO DEL CALLAO
499,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240303,202403,10,DOMINGO,NOCHE,2,d1664174aee134a7b954fc17edfaf27e9d40895851383a1b4f369d919e534dc3,BTQ903,1939239,TONELADAS,11.2,MODELO DEL CALLAO
500,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240303,202403,10,DOMINGO,NOCHE,3,e74149603ec908179cd7f7ce123abf96d78a8ea63525855a4c124c43e414aee3,BNU789,1939264,TONELADAS,13.19,MODELO DEL CALLAO
